id,state_id,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
12,12,2017,161870.0,0.1428862667572743,0.358466670785198,0.4317415209736208,0.0669055414839068,1111788.0,0.0329928007857613,0.0585165517166941,0.281554576951721,0.2625113780684807,0.0966955930447171,0.1824088765124286,0.085320222920197,221528.0,0.9222039651872448,0.2566041313062006,215657.0,0.9132047649740096,0.3076552117482855,412009.0,0.9067277656556046,0.259440934542692,262594.0,0.895816355286107,0.2573288041615574,32470.0,25230.0,28642.0,30813.0,42188.0,60976.0
13,13,2017,1199876.0,0.1297550746910514,0.2924318846280782,0.45060322900033,0.1272098116805403,8707057.0,0.048752867932299,0.0603402504428304,0.2609577495587774,0.2061001782806751,0.0795529419412322,0.2101632043984551,0.1341328074457305,1765429.0,0.92380039072656,0.4119451985891248,1647140.0,0.8973062399067474,0.3866617288147941,3346893.0,0.8923763024393071,0.3302743768623616,1947595.0,0.8531527345264287,0.2712401705693432,41505.0,24957.0,31161.0,36756.0,56643.0,73296.0
14,14,2017,657470.0,0.1499870716534594,0.3352000851749889,0.4130743608073372,0.1017384823642143,4435317.0,0.036330661370991,0.0774970537618844,0.327094320428506,0.2020459867919249,0.0888531755452879,0.1698340840124843,0.0983447180889212,868016.0,0.8997633684171721,0.3212429263976701,818483.0,0.8855260280299041,0.3024461106705942,1724932.0,0.8983901974106805,0.2562124188083936,1023886.0,0.8545834204198515,0.2159595892511471,37460.0,24213.0,31363.0,35770.0,50294.0,62356.0
15,15,2017,321452.0,0.1051478914425793,0.2834668939686174,0.4963851523711161,0.1150000622176872,2093909.0,0.0313184574878851,0.0477704618491061,0.305280697489719,0.2103797251934062,0.1159257637270769,0.1941965959361175,0.095128298316689,392787.0,0.9314743105041664,0.3503374602519941,374473.0,0.9209609237515122,0.3545222218958376,802025.0,0.9311704747358248,0.2705601446338954,524624.0,0.89728262527067,0.2257940925310317,40006.0,26975.0,31973.0,36707.0,50840.0,64908.0
16,16,2017,296020.0,0.1193027498142017,0.2909803391662725,0.4833186946827917,0.106398216336734,1904528.0,0.0349194131039291,0.0550047045777221,0.2576853687632841,0.2269360177429788,0.0879735031461863,0.2118855695479405,0.1255954231179588,384111.0,0.9145611554993218,0.357118124708743,354624.0,0.9041181645912292,0.3825178216928352,718342.0,0.9174070289639196,0.3314340523037773,447451.0,0.8991777870649523,0.2946378486135912,38513.0,26056.0,30111.0,34570.0,49257.0,61088.0
17,17,2017,420632.0,0.1158494836341505,0.3761435173738565,0.4194093649555906,0.0885976340364023,3018953.0,0.0544013106530641,0.082230826382524,0.3302668176682445,0.2134084233838685,0.0800227761081408,0.1404182178390985,0.0992516279650594,573771.0,0.920194642113317,0.2794912953077099,555670.0,0.890769701441503,0.2835171954577357,1180464.0,0.8674148470431966,0.2276909757519077,709048.0,0.7891708318759801,0.1930264241631032,35714.0,21842.0,30002.0,32483.0,46881.0,56704.0
18,18,2017,454814.0,0.1792908749510789,0.3258145087882079,0.4164295734080305,0.0784650428526826,3120277.0,0.0489607172696526,0.0996860214654019,0.3402024884329179,0.2137624319892112,0.0594206860480656,0.1546141576533109,0.0833534971414396,654476.0,0.8772880900139959,0.2617559696612251,588273.0,0.8658955960922905,0.2778454901040843,1181417.0,0.853531818147191,0.2212732676099971,696111.0,0.8109827312023513,0.2102351492793534,35479.0,21789.0,28026.0,32157.0,48795.0,58960.0
19,19,2017,109965.0,0.115227572409403,0.3344791524576001,0.4515345791842859,0.0987586959487109,971740.0,0.0263177393129849,0.0506442052400848,0.3094613785580505,0.1897791590343095,0.1031284088336386,0.1994978080556527,0.1211713009652787,158713.0,0.9483407156313598,0.3487742024912893,151118.0,0.9465384666287272,0.3524993713521883,395168.0,0.9328893027775528,0.3043060166815127,266741.0,0.8800746791831777,0.3101547943510746,36494.0,23092.0,28193.0,34563.0,44118.0,58537.0
20,20,2017,537623.0,0.1049620272942191,0.3110897413243109,0.4489819073960749,0.1349663239853949,4167604.0,0.0397122663285667,0.0610672223176674,0.2449436174838108,0.1892713415190118,0.0684755557389809,0.2133336084714382,0.1831963881405239,837271.0,0.9124465077615252,0.416144832437765,772536.0,0.9010777491275488,0.451156968736732,1655211.0,0.9103352986416836,0.3893026327157081,902586.0,0.8649790712463965,0.3448325145747884,50160.0,26309.0,35409.0,42707.0,61640.0,82432.0
21,21,2017,700662.0,0.1091096705686907,0.2645169853652688,0.4452075323051628,0.1811658117608775,4788573.0,0.0432571457091705,0.0491415709857613,0.2429796935329168,0.1552065719787502,0.0753251542787381,0.2394421051950132,0.1946477583196497,972147.0,0.9367297332605048,0.5200057192996532,835762.0,0.9189888987534728,0.4836723852005714,1872840.0,0.9178301403216506,0.4176443262638559,1107824.0,0.8561567541414521,0.3490924551192247,50590.0,25757.0,36055.0,41187.0,62167.0,79988.0
22,22,2017,967140.0,0.1236501437227288,0.3154703558946998,0.4552029695804123,0.1056765308021589,6819310.0,0.0282849731131155,0.0626283304322578,0.2888619229804774,0.2337516552261152,0.0953052434923767,0.1761725159876879,0.1149953587679692,1266361.0,0.9216550414929076,0.3349329298675496,1157393.0,0.9161408441212276,0.3351082994281112,2730443.0,0.9210966865083796,0.2808584541043339,1665113.0,0.8749310106881635,0.244246486574785,38116.0,21773.0,30065.0,34761.0,51527.0,70518.0
23,23,2017,500408.0,0.1203897619542453,0.2765942990519736,0.4596729069079631,0.1433430320858179,3778416.0,0.0302870303322873,0.0389573302674983,0.2484924899746348,0.2088144873407269,0.1129468009875037,0.2352520209526955,0.1252498401446532,758807.0,0.9382412128512256,0.4215815088685265,701136.0,0.9309506286940052,0.4119999543597818,1459569.0,0.9411524909065622,0.3460603780979179,858904.0,0.906315490438978,0.2890427801011521,43424.0,25012.0,31965.0,40043.0,56347.0,72143.0
24,24,2017,310206.0,0.1546391752577319,0.3074440855431552,0.4659226449520641,0.0719940942470487,1959341.0,0.0482253982333856,0.1079332285702182,0.3039853705914386,0.220066338631203,0.1010952151769395,0.1353618384956983,0.0833326103011165,362723.0,0.861199868770384,0.2189191200999109,377902.0,0.8750019846415208,0.246812665717567,752997.0,0.859917104583418,0.2168401733340239,465719.0,0.7790448746991211,0.1987013628389651,32374.0,22273.0,26845.0,31594.0,41706.0,54539.0
25,25,2017,575596.0,0.1199817232920312,0.3299189014517126,0.4449474978978311,0.105151877358425,4150275.0,0.0310996259284023,0.0719149935847624,0.3078121329309503,0.2199762666329339,0.0786526194047382,0.1792163169910427,0.1113280445271698,814462.0,0.9173171983468842,0.3364110296121857,729164.0,0.9100627568009392,0.3414759916836267,1596380.0,0.9037923301469576,0.2828931707989325,1010269.0,0.8603995569496837,0.2288974520647471,36565.0,21779.0,30097.0,33653.0,48238.0,60056.0
26,26,2017,96932.0,0.1217864069657079,0.3840217884702678,0.4005178888292824,0.0936739157347418,723666.0,0.0223238344761257,0.0477761840407038,0.2807109909820276,0.2352010457863158,0.0908872325078143,0.2174013978824485,0.1056993143245641,132667.0,0.9246911439921004,0.319853467704855,125034.0,0.9331061951149288,0.3594462306252699,275749.0,0.9401557213262786,0.3143801065461706,190216.0,0.9165580182529336,0.3141165832527232,33210.0,21588.0,28378.0,30736.0,40244.0,57421.0
27,27,2017,186225.0,0.1014686535105383,0.293467579540878,0.4934246207544637,0.11163914619412,1259254.0,0.0387173675842999,0.0481777306246396,0.2629183627766916,0.2314251135990038,0.1020818675183878,0.2091158733662946,0.1075636845306824,259071.0,0.9167911499164322,0.3731370936924627,235957.0,0.9057073958390724,0.3728560712333179,469321.0,0.9212138387159322,0.2973082389238922,294905.0,0.902880588664146,0.2529628185347823,39578.0,25515.0,31296.0,36349.0,50138.0,61324.0
28,28,2017,250902.0,0.1491897234776925,0.403751265434313,0.3897657252632502,0.0572932858247443,2063180.0,0.0520332690313012,0.0802949815333611,0.2873457478261712,0.2513251388633081,0.0802198547872701,0.164847468471001,0.0839335394875871,436060.0,0.8842682199697289,0.239723891207632,400006.0,0.8600870986935196,0.2541011884821728,768435.0,0.8605308191323925,0.2448521996004867,458679.0,0.870471506216766,0.2593338696561211,36423.0,26840.0,31208.0,36581.0,48974.0,65557.0
29,29,2017,126595.0,0.0968442671511513,0.32504443303448,0.4497018049686007,0.128409494845768,958005.0,0.018960235071842,0.0505174816415363,0.280336741457508,0.1785074190635748,0.1022729526463849,0.2262514287503718,0.143153741368782,163877.0,0.9375202133307298,0.417044490685087,151687.0,0.9485453598528548,0.4010627146690224,406120.0,0.9396286811779768,0.3654363242391411,236321.0,0.898451682245759,0.322870163887255,45390.0,27050.0,35018.0,41023.0,56249.0,70295.0
30,30,2017,792310.0,0.107866870290669,0.2865343110651134,0.4414673549494516,0.1641314636947659,6234538.0,0.0478157322964428,0.052943137085699,0.2721706083113135,0.1627450181553148,0.0670696048367978,0.2417017908945297,0.1555541084199021,1162394.0,0.9371813687957784,0.464151569949604,1159791.0,0.9090129169824565,0.4615616089450599,2495881.0,0.9100093313743725,0.3883189943751324,1416472.0,0.8411313460484923,0.3054539729694621,49671.0,22930.0,34137.0,41178.0,63545.0,86548.0
31,31,2017,206873.0,0.1757841767654551,0.3265771753684627,0.438206049121925,0.059432598744157,1391475.0,0.0580714709211448,0.0810363103900537,0.2663353635530642,0.2395156219119998,0.0844650460841912,0.1523527192367811,0.118223467902765,274063.0,0.9025771446711156,0.2471840416254656,250144.0,0.8464844249712166,0.2442113342714596,517339.0,0.8617250970833438,0.2729506184532772,349929.0,0.837312712007293,0.3042331444378717,32343.0,20428.0,26822.0,31378.0,42379.0,60401.0
32,32,2017,1874770.0,0.1135963344836966,0.2625015335214453,0.4545912298575292,0.1693109021373288,13821132.0,0.06094189679977,0.0732688899867246,0.2629354093427369,0.1543888011488494,0.0881354725502947,0.2022207732333357,0.1581087569382884,2923367.0,0.9071591079737852,0.4486857106890787,2471713.0,0.8795774428503633,0.4121433192284056,5265003.0,0.8712298929364333,0.3321679018986314,3161049.0,0.8076866255474053,0.2850079198392685,42525.0,22323.0,31190.0,38580.0,60027.0,75012.0
33,33,2017,981044.0,0.1363384313037947,0.3095131309095209,0.4548154822821402,0.0993329555045441,6991185.0,0.0450186913949494,0.0771049543103207,0.2575464674443602,0.212830585945015,0.0941505624582957,0.2012161028495169,0.1121326355975417,1352154.0,0.9015814766661194,0.3461469625501237,1305272.0,0.8800855300657641,0.3583030969790204,2703761.0,0.891059897675867,0.3072997206483857,1629998.0,0.8345746436498696,0.2601763928544697,36420.0,21705.0,27936.0,32357.0,50105.0,61504.0
34,34,2017,86353.0,0.0841777355737496,0.3187150417472467,0.4568804789642514,0.1402267437147522,495904.0,0.0281022133316125,0.0425223430341356,0.2639623798154482,0.2244507001355101,0.1335661740982125,0.2178748306123765,0.0895213589727044,114379.0,0.957894368721531,0.3888388602802962,89406.0,0.959107889850793,0.3875466970896807,179450.0,0.9416606297018668,0.2738200055725829,112669.0,0.8572633111148585,0.2145931888984547,41527.0,29167.0,36102.0,39714.0,50270.0,61798.0
35,35,2017,1074727.0,0.1306108434979301,0.3400379817386182,0.4292122557635567,0.1001389189998948,7981885.0,0.0273409100732471,0.0700907116552042,0.33340608139556,0.2020597891350226,0.0875507477243783,0.1731337898253357,0.1064179701912518,1525401.0,0.9221175284400628,0.3286952086697203,1383026.0,0.9179314054833388,0.3363581017276609,3133842.0,0.9106030233815234,0.2641243559822097,1939616.0,0.8632579850857077,0.2253239816541006,37915.0,22520.0,30480.0,35295.0,51684.0,66321.0
36,36,2017,382967.0,0.1518172584060767,0.3418022962814028,0.433361098998086,0.0730193463144344,2586414.0,0.0405870831197171,0.0788887625878919,0.3109498324707491,0.2334900754480914,0.0806974444153178,0.1690537555085922,0.0863330464496403,538461.0,0.8987076129933272,0.2668939811796955,486405.0,0.8805522147181876,0.2702891623235781,960416.0,0.8843303318561957,0.2520949255322693,601132.0,0.8581326563882807,0.2382804442285554,35198.0,24007.0,27987.0,32900.0,46203.0,56850.0
37,37,2017,367807.0,0.151829628038618,0.3176231012460339,0.4449589050779349,0.0855883656374131,2901195.0,0.0353140688578327,0.0551248709583464,0.2322525717850747,0.2518975801350823,0.0881647045441619,0.2099686508490466,0.1272775528704551,578534.0,0.9175484932605515,0.3673215403070519,549489.0,0.8936193445182706,0.3836164145233116,1064304.0,0.9103244937536644,0.3133822667207865,708868.0,0.9142534294113996,0.3125857000174927,37424.0,24475.0,30352.0,35272.0,48567.0,64380.0
38,38,2017,1179724.0,0.1199127931617903,0.338598689184928,0.4114759045336028,0.1300126131196788,8960842.0,0.031624929889401,0.0625956801827328,0.349799382691939,0.1581119274282483,0.0834739637190344,0.1894238286982406,0.1249702873904037,1681722.0,0.9308857230862176,0.3933206558515617,1489221.0,0.9203442605227834,0.3799865835896754,3513356.0,0.91811817532866,0.2966015968777431,2276543.0,0.8586628936945184,0.2406407434430186,40695.0,24849.0,31485.0,36835.0,51950.0,70080.0
39,39,2017,115698.0,0.0834586596138221,0.3222095455409773,0.4875538038686926,0.1067779909765078,736969.0,0.0506140692485029,0.0664763375392994,0.2993518044856703,0.1691577257659413,0.0798893847638096,0.2031279470371209,0.1313827311596553,145756.0,0.927378632783556,0.3634979006010044,123187.0,0.9231737115117666,0.4006835136824502,291454.0,0.8817446320860238,0.3227130181778256,176572.0,0.8200337539360714,0.2838898579616247,42886.0,24243.0,34055.0,39598.0,55749.0,75258.0
40,40,2017,478798.0,0.129789598118622,0.3339508519250289,0.4464179048366952,0.0898416451196538,3443851.0,0.040451517792146,0.0858164305017842,0.2950394776080614,0.2028072643096347,0.0958673879909438,0.1762631426272507,0.1037547791701789,648479.0,0.892064353664498,0.289016298137642,619763.0,0.8833070060652217,0.3082920406671582,1309792.0,0.8845457904766558,0.2669973553052698,865817.0,0.836788836440033,0.2727366175531319,33596.0,20823.0,27178.0,31865.0,46928.0,56616.0
41,41,2017,81879.0,0.1422342725240904,0.2863860086224795,0.4528633715604734,0.1185163472929566,574559.0,0.0292937713968452,0.0535976287900807,0.3075558819894911,0.2197894385084908,0.1082639032719007,0.1911083108958348,0.0903910651473565,116061.0,0.9198266428860684,0.3053566658912123,99981.0,0.9225052760024404,0.3105189986097358,216631.0,0.9342799506995768,0.2732896030577341,141886.0,0.8848653144073411,0.2540701690089226,35955.0,25976.0,30721.0,34346.0,44805.0,57922.0
42,42,2017,619279.0,0.1236712370353265,0.354825530980382,0.4261471808344865,0.0953560511498048,4588453.0,0.0437044903805269,0.0783157199169306,0.324309740123741,0.2078552400994409,0.0724847786389007,0.1723543861079104,0.1009756447325492,905358.0,0.9219910797717588,0.3230191813625107,841848.0,0.8971560186637018,0.3140638214974675,1770847.0,0.8801245957442964,0.2552959120691963,1070400.0,0.8221244394618834,0.2291012705530642,35588.0,21842.0,28641.0,33632.0,46779.0,60242.0
43,43,2017,2790087.0,0.149622216081434,0.3321050562222611,0.4321492483926129,0.0861234793036919,18149346.0,0.0811601696281507,0.0824282593984378,0.2508451819696423,0.2166579996877022,0.0729479177927403,0.1934125339833181,0.1025479375400083,4122739.0,0.8831061097973945,0.3096851389331219,3833039.0,0.8330643126772256,0.3155217048404673,6728076.0,0.8312312464960265,0.2897666435396984,3465492.0,0.7946207926608978,0.2700219766774818,38425.0,22860.0,30398.0,36452.0,54211.0,70427.0
44,44,2017,349704.0,0.1025209891794203,0.3160816004392286,0.5147810719923135,0.0666163383890375,1827035.0,0.0274335193359733,0.051128194041165,0.2233553270736466,0.2572369987438664,0.0946883885639848,0.2281313713201991,0.1180262009211646,453438.0,0.930693942722048,0.3430171269280475,424179.0,0.9225421343347974,0.3849412630045334,614223.0,0.9148029298805156,0.3358031203650791,335195.0,0.9196795894926834,0.3203001238085293,38828.0,27134.0,31280.0,34534.0,47092.0,70156.0
45,45,2017,66635.0,0.1007728671118781,0.3373452389885195,0.4417348240414196,0.1201470698581826,439267.0,0.0219593094860301,0.0518454607334491,0.2900878053666677,0.1682234267541154,0.0850507777729717,0.224860961556411,0.1579722583303549,73864.0,0.9332827899924184,0.3987192678436044,69237.0,0.9313950633331888,0.4249173129973858,179016.0,0.9380111274969836,0.3670845064128346,117150.0,0.9005975245411865,0.3720102432778489,37444.0,25372.0,30991.0,35381.0,40592.0,58628.0
46,46,2017,822718.0,0.0966698188200574,0.3085589472942125,0.460998786947654,0.133772446938076,5779221.0,0.0415730770635004,0.0611011414860238,0.2416393143643408,0.1896329972499754,0.0789397048494944,0.2197856769969516,0.1673280879897135,1165166.0,0.9309660597717406,0.4180065329747006,1107730.0,0.9106785949644768,0.4359943307484676,2234721.0,0.9043048326838116,0.3828996997835523,1271604.0,0.8426043013390961,0.323631413553276,44823.0,24777.0,31165.0,37428.0,58191.0,80946.0
47,47,2017,657042.0,0.139741447274299,0.3144243442580535,0.4341092350260714,0.111724973441576,5101968.0,0.0371099936338291,0.049907996286923,0.221146820207418,0.2359119069347357,0.1009388925998751,0.2215599941042358,0.133424396232983,1105343.0,0.924800717967183,0.3791917983829453,977367.0,0.9034774040866942,0.3894084821771146,1901499.0,0.9168319310186333,0.3404619197801313,1117759.0,0.9030560254938677,0.3256506993010121,45115.0,25668.0,34196.0,39947.0,59662.0,76407.0
48,48,2017,163104.0,0.1242887973317637,0.3949627231704924,0.4133497645673926,0.0673987149303511,1279350.0,0.0454855981553132,0.0836901551569156,0.411655919021378,0.1864126314143901,0.0707343572908117,0.1222323836323132,0.0797889553288779,208597.0,0.9138098822130712,0.248344894701266,220633.0,0.9134716928111388,0.2295123576255592,499548.0,0.8795931522095974,0.1926521575504255,350572.0,0.8059114818068757,0.1705070570382118,32951.0,20106.0,27296.0,32200.0,43516.0,53919.0
49,49,2017,557891.0,0.1083347822424093,0.3263540727489778,0.4556768257598707,0.1096343192487421,3958231.0,0.0256442840248585,0.0506450987827643,0.3069335771459523,0.2034979767476936,0.1094741565108251,0.1977337856229209,0.106071121164985,727114.0,0.9418839411701604,0.3643018838861581,698926.0,0.9290497134174434,0.3543765720548384,1576007.0,0.9318886273982284,0.2870348926115176,956184.0,0.8925091823331074,0.2484762346995975,40653.0,26564.0,32020.0,37359.0,51162.0,65006.0
50,50,2017,53553.0,0.1391705413328851,0.3822568296827442,0.4131794670700054,0.0653931619143652,387700.0,0.0198710343048749,0.0506809388702605,0.2959478978591695,0.2532138251225174,0.104049522826928,0.1736187774052102,0.1026180036110394,79822.0,0.936433564681416,0.271128260379344,70601.0,0.9181456353309444,0.3040466848911488,146840.0,0.9345409970035412,0.2673590302369926,90437.0,0.9238364828554684,0.2734500259849398,39090.0,31014.0,31147.0,36220.0,47546.0,58518.0
1,1,2018,461302.0,0.1325942657955092,0.3496321281936779,0.4382768771867453,0.0794967288240675,3337464.0,0.039428739905509,0.0948585512832498,0.307711483929115,0.2163280263097969,0.0863784598126002,0.1606267513297521,0.0946679874299767,635976.0,0.8894250726442507,0.271514962828786,593480.0,0.8790944934959898,0.2895581990968525,1278345.0,0.8734457443022032,0.2504496047624076,829663.0,0.8260486486681942,0.2258169883434599,36084.0,22738.0,29436.0,32826.0,50081.0,61177.0
2,2,2018,68625.0,0.1145792349726776,0.4569034608378871,0.3722695810564663,0.056247723132969,485353.0,0.0247716610384606,0.0420745313205028,0.2828724660195775,0.2663010221426466,0.0822865007530601,0.1846800164004343,0.1170138023253178,117688.0,0.9412344504112568,0.2695601930528176,97020.0,0.9506390434961864,0.3199443413729128,182645.0,0.9384598538147771,0.3009663554983711,88000.0,0.8920568181818181,0.3260568181818182,46189.0,25840.0,35328.0,44619.0,57708.0,77402.0
3,3,2018,689343.0,0.1534316008141085,0.3346984012313173,0.4263392824762128,0.0855307154783612,4840304.0,0.0530018362483017,0.0721832760917496,0.2395091300050575,0.2496037438970775,0.0885113827561244,0.1855321483939851,0.1116584826077039,979328.0,0.8956376208992288,0.2912466507646059,882618.0,0.8649630984185684,0.3074387787242046,1719255.0,0.8676554670482273,0.2960526507120817,1259103.0,0.8753009086627543,0.2961838705808818,37464.0,23893.0,30617.0,36486.0,51576.0,66004.0
4,4,2018,287926.0,0.1196349061911741,0.3729083167202684,0.4301591381118759,0.0772976389766815,2021939.0,0.0457555841199957,0.082332355229312,0.339707083151371,0.2228890189070985,0.0762352375615683,0.1466028401450291,0.0864778808856251,392937.0,0.91814463896248,0.2596446758640698,367053.0,0.8938109755266951,0.2585648394101124,754273.0,0.8685104729985031,0.2211281591678344,507676.0,0.8253492384906909,0.2118536231769869,35209.0,23899.0,29805.0,32401.0,46919.0,61185.0
5,5,2018,3755863.0,0.1039761034947227,0.305191643039163,0.4756699059576986,0.1151623475084155,26815644.0,0.0893592561118427,0.0730465768414884,0.2073178626625562,0.2084472034309524,0.079824411451763,0.2127434269339196,0.1292612625674774,6034398.0,0.8989052429090689,0.3663288367787474,5264457.0,0.8386044372667495,0.3711609763362109,9849452.0,0.8174338024084995,0.323012691467505,5667337.0,0.8064110180848607,0.3220283177090051,42156.0,24263.0,31954.0,39614.0,62347.0,90204.0
6,6,2018,528539.0,0.1268477822828589,0.3217018990083986,0.4080815228393742,0.1433687958693682,3900287.0,0.032731693847145,0.0485741177508219,0.2083474882745808,0.2091517880607247,0.0844181466645916,0.2599780477693051,0.1567987176328306,889656.0,0.9295368097332004,0.4276563076065355,781388.0,0.9085870271875176,0.4460101767623767,1421388.0,0.9205748184169276,0.4084591962222841,807855.0,0.913220813140972,0.3911543531945708,44885.0,29312.0,35013.0,39129.0,54937.0,68181.0
7,7,2018,344203.0,0.0994064549117817,0.2958719127956467,0.4426138063875097,0.1621078259050618,2493396.0,0.0391911272818276,0.0515501749421271,0.2686965889092627,0.1660281800403947,0.0785960192444361,0.218187564269775,0.1777503453121766,447891.0,0.9317065982571652,0.4344963395111757,424573.0,0.9207839405708794,0.4552267807891693,1007785.0,0.9162569397242468,0.3899274150736516,613147.0,0.8733778359838669,0.3365962811528067,50202.0,25769.0,35446.0,41716.0,64398.0,83968.0
8,8,2018,84321.0,0.1319007127524578,0.3478374307705079,0.4318734360361001,0.088388420440934,679700.0,0.038580255995292,0.0630542886567603,0.332200971016625,0.1768162424599088,0.0759864646167426,0.1826953067529792,0.1306664705016919,127399.0,0.8949363809763028,0.3272945627516699,112393.0,0.8770386056071108,0.3079640191115105,259152.0,0.9217640612459096,0.3139778971414459,180756.0,0.8804963597335634,0.3060147380999801,40661.0,24961.0,32173.0,36893.0,52267.0,70036.0
9,9,2018,1769325.0,0.1519596456275698,0.321592132592938,0.4311237336272307,0.0953244881522614,15302125.0,0.0463250692305807,0.0688048228595701,0.2867545520638473,0.1970771379792022,0.0973400753163367,0.1908531658184729,0.1128451767319898,2758515.0,0.9064619913250428,0.3116593529489598,2586704.0,0.891023093481125,0.3339956949074962,5598122.0,0.8927865452021232,0.2959224539943931,4358784.0,0.8573866014007576,0.2906670759551287,35254.0,22097.0,27900.0,33334.0,46380.0,61748.0
10,10,2018,1038010.0,0.1533829153861716,0.325732892746698,0.4200017340873402,0.1008824577797901,6978172.0,0.0442408126368911,0.0798746433879818,0.2783138621404001,0.1982100756473185,0.0806477684986841,0.1952254831207943,0.1234873545679298,1442243.0,0.8994774112268182,0.3316091671098421,1401044.0,0.8754250401843197,0.3495379160112031,2678457.0,0.8864532826175667,0.3242034499713828,1456428.0,0.8335269577349516,0.2661916689324841,39150.0,23946.0,30400.0,35172.0,54692.0,67375.0
11,11,2018,121647.0,0.083906713687966,0.3823357748238756,0.4464886104877226,0.0872689010004356,995589.0,0.0387027176877205,0.0417310757752446,0.2679097499068391,0.2055587195117664,0.111046827556351,0.2197975268911167,0.1152533826709616,201025.0,0.9510956348712848,0.3161298345976868,181541.0,0.9422830104494302,0.395943616042657,351556.0,0.933743130539658,0.3297141849378193,261467.0,0.8604909988641014,0.3144947545961823,41737.0,26337.0,35307.0,40013.0,50463.0,69668.0
12,12,2018,165091.0,0.1529883518786608,0.3603951759938458,0.415564749138354,0.0710517229891393,1143747.0,0.0355777982368478,0.0552359918758256,0.2782241177463198,0.2553676643523436,0.0990804784624571,0.1866339321545761,0.0898800171716297,228080.0,0.9227902490354262,0.2781041739740442,219713.0,0.9087627951008816,0.3120707468379203,416513.0,0.895835184015865,0.2708847022782002,279441.0,0.918315494147244,0.2556496720237903,35694.0,26050.0,30790.0,32871.0,44469.0,61876.0
13,13,2018,1178902.0,0.1160121876118625,0.3015110670776705,0.4342532288519317,0.1482235164585351,8706376.0,0.0463889912404426,0.058681361797377,0.2606463355131917,0.2026990334439955,0.0809580243260801,0.2106118550358955,0.1400143986430174,1765517.0,0.9324724712364708,0.4239681634331473,1644390.0,0.8974257931512597,0.4027067788055145,3305921.0,0.8965767784529637,0.3346492550789931,1990548.0,0.8568333946229882,0.2690867037619791,42583.0,26046.0,31625.0,37827.0,57357.0,75802.0
14,14,2018,656928.0,0.1548145306639388,0.323840664425934,0.4184598616591163,0.1028849432510107,4467893.0,0.0368119827399626,0.0732698835894234,0.3312612902770948,0.1985564560297213,0.0890406283230149,0.1727460796397765,0.0983136794010062,874246.0,0.9020756171603872,0.3112361966769079,826473.0,0.8898173322056497,0.3190594248087959,1716028.0,0.9000272722822704,0.2599998368324992,1051146.0,0.8633824416398864,0.2179602072404785,38825.0,25560.0,32171.0,36435.0,49851.0,62726.0
15,15,2018,317964.0,0.1114371438276031,0.2757198928180548,0.4894830861355373,0.1233598772188046,2104792.0,0.0308591062679827,0.0464164630044203,0.3084718109912998,0.2063562575304353,0.117824944222517,0.1964289107902348,0.0936425071931098,394507.0,0.9403381942525736,0.3419685835739289,383617.0,0.9198575662705252,0.365012499446062,788850.0,0.9275514990175572,0.2708765925080814,537818.0,0.9047688995161932,0.2267030854303872,40709.0,29980.0,32367.0,36699.0,51620.0,67140.0
16,16,2018,294933.0,0.1066581223532124,0.3016244367364791,0.4805905069965043,0.1111269339138041,1911426.0,0.0370953413838673,0.0529070965865275,0.2541312088461703,0.228380277342675,0.0894436928241009,0.2105067106966212,0.1275356723200375,376422.0,0.9274537620011584,0.3771272667378633,359447.0,0.8901256652580214,0.3725389278530632,713366.0,0.9136460106032528,0.3315927588362776,462191.0,0.9056039602675084,0.2893370922410865,39658.0,26462.0,30792.0,35549.0,49852.0,61361.0
17,17,2018,421207.0,0.1186637449045243,0.376570189954108,0.4160282236525034,0.0887378414888641,3039414.0,0.0526864718001562,0.0792679115118901,0.3260204105133423,0.207832825669685,0.0861889824814915,0.1454523799653485,0.1025510180580862,579520.0,0.9064587934842628,0.285946990612921,553107.0,0.8998385484182988,0.2973348737224443,1175395.0,0.8744924046809796,0.2318292999374678,731392.0,0.8032053946447323,0.2066251750087504,36310.0,21639.0,30213.0,34070.0,50146.0,56623.0
18,18,2018,436660.0,0.1671231621856822,0.3545390005954289,0.4043764026931709,0.0739614345257179,3125733.0,0.0467746285431289,0.0948110411221943,0.3428866125161682,0.2078472473496616,0.0649684410024784,0.1588856117908983,0.08382641767547,645255.0,0.886151986423972,0.272419431077636,589714.0,0.8800469380072374,0.2720895213612022,1170154.0,0.8537320728724596,0.2252575302054259,720610.0,0.8234773317050832,0.2204132609872191,36602.0,21282.0,29383.0,35199.0,50273.0,57058.0
