state,year,median_h_income,poverty_rate,poverty_count,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher
Hawaii,2015,73097,0.107,149091,134483.0,0.063,0.384,0.472,0.081,985914.0,0.041,0.051,0.271,0.216,0.107,0.208,0.106,216396.0,0.953,0.314,177777.0,0.923,0.346,354588.0,0.923,0.315,237153.0,0.836,0.288
Idaho,2015,48311,0.147,238646,156767.0,0.139,0.344,0.464,0.052,1065982.0,0.037,0.063,0.275,0.27,0.096,0.178,0.082,216810.0,0.903,0.251,204505.0,0.898,0.297,401403.0,0.911,0.255,243264.0,0.881,0.245
Illinois,2015,59590,0.136,1702210,1237872.0,0.125,0.289,0.461,0.125,8661938.0,0.053,0.062,0.267,0.208,0.081,0.203,0.127,1773212.0,0.914,0.4,1672605.0,0.89,0.374,3387896.0,0.895,0.317,1828225.0,0.836,0.243
Indiana,2015,50510,0.144,924428,676373.0,0.16,0.313,0.434,0.094,4363573.0,0.038,0.08,0.343,0.206,0.083,0.16,0.09,842022.0,0.886,0.294,822598.0,0.899,0.286,1733629.0,0.899,0.245,965324.0,0.835,0.188
Iowa,2015,54843,0.121,366453,320642.0,0.109,0.261,0.531,0.099,2074504.0,0.032,0.051,0.321,0.214,0.114,0.182,0.087,392752.0,0.932,0.335,368059.0,0.924,0.336,812541.0,0.929,0.249,501152.0,0.883,0.197
Kansas,2015,53802,0.129,366069,302928.0,0.125,0.297,0.489,0.089,1888479.0,0.038,0.059,0.265,0.236,0.084,0.204,0.114,384499.0,0.9,0.356,347230.0,0.902,0.352,730698.0,0.917,0.315,426052.0,0.882,0.257
Kentucky,2015,45178,0.183,786345,425719.0,0.142,0.348,0.435,0.075,2988790.0,0.062,0.087,0.335,0.204,0.079,0.136,0.097,561502.0,0.905,0.275,563472.0,0.888,0.272,1189688.0,0.859,0.221,674128.0,0.762,0.186
Louisiana,2015,45829,0.195,885846,459284.0,0.167,0.328,0.431,0.074,3095255.0,0.052,0.102,0.341,0.211,0.061,0.152,0.08,670600.0,0.87,0.265,578072.0,0.863,0.253,1192975.0,0.856,0.221,653608.0,0.788,0.201
Maine,2015,51419,0.132,171266,112229.0,0.12,0.311,0.474,0.096,961240.0,0.028,0.055,0.327,0.192,0.097,0.195,0.106,151964.0,0.931,0.326,152672.0,0.953,0.337,406036.0,0.927,0.277,250568.0,0.872,0.304
Maryland,2015,75784,0.099,583369,556183.0,0.11,0.287,0.464,0.139,4102486.0,0.042,0.061,0.251,0.192,0.065,0.211,0.177,834133.0,0.906,0.404,769729.0,0.907,0.441,1651639.0,0.912,0.387,846985.0,0.846,0.326
Massachusetts,2015,70659,0.115,752453,700584.0,0.102,0.275,0.45,0.173,4706644.0,0.045,0.052,0.252,0.159,0.077,0.231,0.184,941776.0,0.936,0.509,838603.0,0.919,0.462,1882039.0,0.911,0.398,1044226.0,0.844,0.321
Michigan,2015,51063,0.157,1524330,986405.0,0.13,0.289,0.484,0.097,6728347.0,0.03,0.069,0.294,0.237,0.092,0.17,0.108,1221558.0,0.912,0.316,1175407.0,0.912,0.322,2760741.0,0.916,0.267,1570641.0,0.859,0.234
Minnesota,2015,63459,0.102,546499,505761.0,0.132,0.275,0.465,0.129,3700935.0,0.03,0.042,0.254,0.215,0.112,0.229,0.118,745711.0,0.934,0.407,675937.0,0.93,0.4,1474329.0,0.943,0.335,804958.0,0.892,0.268
Mississippi,2015,40630,0.221,638919,311989.0,0.158,0.289,0.492,0.062,1952337.0,0.058,0.108,0.31,0.224,0.092,0.13,0.079,373921.0,0.875,0.231,385487.0,0.863,0.222,751968.0,0.84,0.197,440961.0,0.767,0.196
Missouri,2015,50200,0.148,875704,593894.0,0.138,0.301,0.466,0.095,4097212.0,0.036,0.075,0.31,0.224,0.077,0.173,0.106,796209.0,0.912,0.327,733744.0,0.908,0.333,1616311.0,0.898,0.267,950948.0,0.842,0.217
Montana,2015,49650,0.144,144634,100393.0,0.162,0.355,0.424,0.06,706329.0,0.02,0.044,0.315,0.228,0.086,0.204,0.102,128657.0,0.939,0.329,118633.0,0.952,0.365,280108.0,0.943,0.281,178931.0,0.911,0.29
Nebraska,2015,55073,0.122,224696,192977.0,0.117,0.262,0.496,0.125,1232583.0,0.039,0.051,0.269,0.238,0.101,0.198,0.104,252652.0,0.92,0.347,232446.0,0.897,0.361,468794.0,0.926,0.293,278691.0,0.886,0.228
Nevada,2015,52544,0.149,424824,254123.0,0.186,0.349,0.414,0.05,1968167.0,0.064,0.08,0.279,0.26,0.081,0.155,0.081,411910.0,0.873,0.215,388122.0,0.84,0.249,746023.0,0.853,0.232,422112.0,0.859,0.249
New Hampshire,2015,70003,0.084,108293,130063.0,0.111,0.318,0.449,0.122,937214.0,0.019,0.049,0.285,0.192,0.097,0.219,0.137,155315.0,0.948,0.407,156414.0,0.94,0.396,407128.0,0.94,0.346,218357.0,0.896,0.312
New Jersey,2015,72337,0.108,945989,792764.0,0.116,0.272,0.459,0.152,6166384.0,0.052,0.058,0.285,0.166,0.064,0.233,0.143,1151980.0,0.92,0.437,1168897.0,0.905,0.433,2502556.0,0.907,0.372,1342951.0,0.822,0.281
New Mexico,2015,45524,0.198,405364,208145.0,0.181,0.299,0.474,0.047,1377548.0,0.067,0.086,0.268,0.236,0.077,0.144,0.121,272426.0,0.849,0.217,246672.0,0.842,0.246,527856.0,0.863,0.276,330594.0,0.822,0.299
New York,2015,60805,0.155,2985604,1941151.0,0.119,0.262,0.462,0.158,13641473.0,0.066,0.074,0.265,0.16,0.085,0.2,0.15,2875580.0,0.898,0.441,2498772.0,0.876,0.397,5304674.0,0.869,0.324,2962447.0,0.792,0.27
North Carolina,2015,47884,0.164,1607249,992108.0,0.142,0.308,0.455,0.095,6762644.0,0.05,0.084,0.264,0.215,0.092,0.189,0.106,1298130.0,0.881,0.321,1312886.0,0.876,0.332,2636083.0,0.884,0.292,1515545.0,0.811,0.244
North Dakota,2015,61674,0.107,78613,93597.0,0.103,0.263,0.504,0.131,492017.0,0.037,0.038,0.276,0.227,0.131,0.215,0.077,114100.0,0.948,0.356,86540.0,0.967,0.322,184020.0,0.945,0.291,107357.0,0.832,0.198
Ohio,2015,51086,0.148,1670487,1087145.0,0.137,0.327,0.438,0.097,7896470.0,0.03,0.073,0.337,0.206,0.086,0.168,0.1,1486363.0,0.92,0.321,1400811.0,0.915,0.319,3169742.0,0.912,0.259,1839554.0,0.839,0.202
Oklahoma,2015,48595,0.16,608507,392378.0,0.169,0.324,0.431,0.076,2557863.0,0.043,0.084,0.316,0.237,0.074,0.165,0.081,535955.0,0.889,0.254,479383.0,0.878,0.266,966494.0,0.879,0.244,576031.0,0.844,0.226
Oregon,2015,54074,0.152,601626,363364.0,0.152,0.302,0.449,0.097,2804461.0,0.037,0.063,0.234,0.258,0.088,0.202,0.12,553310.0,0.91,0.343,527375.0,0.888,0.368,1063998.0,0.902,0.305,659778.0,0.9,0.292
Pennsylvania,2015,55683,0.131,1624991,1214756.0,0.124,0.328,0.431,0.118,8895727.0,0.033,0.07,0.357,0.16,0.083,0.181,0.116,1648641.0,0.921,0.378,1501855.0,0.916,0.357,3564038.0,0.913,0.283,2181193.0,0.839,0.217
Rhode Island,2015,57265,0.141,143724,114340.0,0.097,0.285,0.487,0.13,730083.0,0.055,0.068,0.28,0.185,0.085,0.193,0.134,143020.0,0.911,0.363,123682.0,0.901,0.35,292849.0,0.893,0.338,170532.0,0.803,0.262
South Carolina,2015,47308,0.168,796609,487006.0,0.128,0.338,0.448,0.087,3319832.0,0.044,0.092,0.294,0.207,0.094,0.173,0.095,631579.0,0.889,0.292,600449.0,0.88,0.285,1293850.0,0.878,0.265,793954.0,0.806,0.242
South Dakota,2015,53263,0.135,111697,85681.0,0.142,0.302,0.46,0.097,563108.0,0.034,0.054,0.312,0.213,0.111,0.196,0.079,111923.0,0.92,0.313,98348.0,0.922,0.316,218324.0,0.936,0.264,134513.0,0.856,0.232
Tennessee,2015,47243,0.167,1077866,633012.0,0.105,0.364,0.44,0.091,4473487.0,0.053,0.086,0.331,0.205,0.067,0.161,0.096,865801.0,0.898,0.305,841160.0,0.885,0.295,1750746.0,0.874,0.246,1015780.0,0.785,0.205
Texas,2015,55668,0.159,4255690,2787469.0,0.16,0.322,0.439,0.079,17472861.0,0.089,0.087,0.253,0.218,0.069,0.187,0.097,3977864.0,0.867,0.294,3725435.0,0.825,0.307,6548055.0,0.822,0.28,3221507.0,0.776,0.25
Utah,2015,62961,0.112,331233,341637.0,0.127,0.31,0.495,0.068,1741949.0,0.029,0.056,0.242,0.263,0.092,0.211,0.107,440506.0,0.923,0.313,402256.0,0.913,0.335,591345.0,0.914,0.321,307842.0,0.91,0.299
Vermont,2015,56883,0.104,62643,67228.0,0.084,0.264,0.508,0.145,438654.0,0.028,0.055,0.29,0.171,0.086,0.223,0.146,70733.0,0.916,0.389,69851.0,0.944,0.385,187986.0,0.934,0.359,110084.0,0.871,0.365
Virginia,2015,66263,0.112,914226,827861.0,0.102,0.305,0.474,0.119,5685318.0,0.045,0.066,0.246,0.198,0.075,0.213,0.157,1172805.0,0.923,0.396,1095902.0,0.912,0.424,2229167.0,0.899,0.369,1187444.0,0.816,0.295
Washington,2015,64080,0.122,860734,669067.0,0.138,0.314,0.444,0.104,4889314.0,0.039,0.052,0.231,0.24,0.096,0.217,0.125,1050364.0,0.912,0.356,926769.0,0.904,0.372,1875555.0,0.915,0.332,1036626.0,0.897,0.318
West Virginia,2015,41969,0.18,322589,164334.0,0.116,0.372,0.432,0.08,1300347.0,0.045,0.095,0.407,0.188,0.069,0.117,0.079,217874.0,0.907,0.262,230444.0,0.915,0.215,515668.0,0.873,0.185,336361.0,0.771,0.156
Wisconsin,2015,55623,0.121,679937,560301.0,0.111,0.314,0.463,0.111,3918997.0,0.03,0.056,0.312,0.213,0.105,0.189,0.094,725456.0,0.933,0.336,696695.0,0.918,0.335,1596083.0,0.928,0.274,900763.0,0.873,0.221
Wyoming,2015,61213,0.106,60787,57860.0,0.155,0.341,0.457,0.046,388747.0,0.02,0.058,0.288,0.263,0.109,0.173,0.09,82440.0,0.917,0.267,72140.0,0.947,0.282,151620.0,0.921,0.243,82547.0,0.907,0.277
Alabama,2016,46309,0.172,814197,463070.0,0.137,0.321,0.471,0.071,3300713.0,0.048,0.101,0.306,0.215,0.082,0.154,0.094,629565.0,0.874,0.263,598269.0,0.868,0.283,1288927.0,0.861,0.243,783952.0,0.803,0.213
Alaska,2016,76144,0.099,71916,75647.0,0.14,0.393,0.394,0.074,478951.0,0.022,0.047,0.28,0.271,0.085,0.19,0.106,121629.0,0.939,0.276,92373.0,0.941,0.305,189117.0,0.937,0.297,75832.0,0.893,0.313
Arizona,2016,53481,0.164,1107153,673240.0,0.155,0.33,0.438,0.077,4626409.0,0.057,0.075,0.239,0.255,0.084,0.181,0.108,929487.0,0.869,0.271,849315.0,0.851,0.302,1677781.0,0.87,0.291,1169826.0,0.874,0.29
Arkansas,2016,44406,0.172,497388,290440.0,0.156,0.331,0.437,0.076,1990448.0,0.05,0.09,0.343,0.226,0.067,0.142,0.082,382578.0,0.888,0.248,364966.0,0.873,0.258,757274.0,0.872,0.216,485630.0,0.808,0.192
California,2016,67715,0.144,5527621,3852527.0,0.117,0.299,0.484,0.1,26304241.0,0.097,0.078,0.205,0.213,0.077,0.206,0.123,5902164.0,0.88,0.355,5168066.0,0.818,0.354,9885572.0,0.81,0.314,5348439.0,0.795,0.305
Colorado,2016,65718,0.11,598378,534527.0,0.127,0.321,0.436,0.116,3745506.0,0.034,0.051,0.22,0.21,0.086,0.249,0.149,837560.0,0.916,0.404,745669.0,0.901,0.423,1419221.0,0.923,0.396,743056.0,0.911,0.373
Connecticut,2016,73380,0.099,342171,356553.0,0.094,0.295,0.455,0.155,2467737.0,0.041,0.054,0.275,0.168,0.075,0.219,0.167,436596.0,0.932,0.434,424492.0,0.916,0.44,1030009.0,0.921,0.384,576640.0,0.848,0.314
Delaware,2016,62112,0.118,109592,85281.0,0.168,0.347,0.39,0.095,662547.0,0.034,0.073,0.321,0.184,0.079,0.184,0.126,128569.0,0.89,0.325,110018.0,0.871,0.334,257286.0,0.916,0.311,166674.0,0.876,0.28
Florida,2016,50857,0.148,2986237,1763628.0,0.155,0.306,0.45,0.09,14703671.0,0.052,0.074,0.289,0.201,0.097,0.182,0.104,2660916.0,0.894,0.29,2467080.0,0.882,0.313,5484911.0,0.882,0.28,4090764.0,0.845,0.276
Georgia,2016,53468,0.161,1612368,1014366.0,0.162,0.327,0.418,0.092,6785395.0,0.049,0.087,0.278,0.205,0.076,0.187,0.117,1403742.0,0.879,0.315,1385447.0,0.869,0.34,2637072.0,0.88,0.309,1359134.0,0.814,0.249
Hawaii,2016,74659,0.095,132597,129855.0,0.073,0.413,0.417,0.098,990937.0,0.036,0.044,0.28,0.215,0.105,0.214,0.106,205844.0,0.953,0.307,179339.0,0.955,0.356,362213.0,0.928,0.325,243541.0,0.854,0.295
Idaho,2016,51647,0.138,228037,159418.0,0.12,0.361,0.458,0.061,1087265.0,0.032,0.064,0.279,0.253,0.096,0.187,0.089,220555.0,0.912,0.263,205831.0,0.898,0.328,404717.0,0.912,0.267,256162.0,0.89,0.26
Illinois,2016,60977,0.13,1620974,1213601.0,0.12,0.288,0.453,0.138,8665219.0,0.05,0.062,0.26,0.21,0.079,0.209,0.13,1765751.0,0.921,0.417,1654483.0,0.897,0.386,3372155.0,0.895,0.324,1872830.0,0.839,0.254
Indiana,2016,52289,0.14,899168,662944.0,0.159,0.306,0.436,0.098,4392576.0,0.038,0.079,0.337,0.205,0.085,0.163,0.093,857485.0,0.89,0.306,813214.0,0.89,0.297,1728538.0,0.9,0.246,993339.0,0.844,0.198
Iowa,2016,56354,0.117,354429,320706.0,0.112,0.273,0.507,0.108,2087020.0,0.032,0.051,0.311,0.21,0.112,0.191,0.093,395052.0,0.925,0.345,369788.0,0.923,0.353,808438.0,0.926,0.266,513742.0,0.894,0.217
Kansas,2016,54828,0.122,343773,300434.0,0.125,0.287,0.485,0.103,1891936.0,0.036,0.058,0.262,0.232,0.083,0.207,0.122,377168.0,0.913,0.356,353348.0,0.896,0.361,723749.0,0.911,0.333,437671.0,0.898,0.27
Kentucky,2016,46610,0.182,782779,429008.0,0.134,0.336,0.443,0.087,2995509.0,0.057,0.086,0.323,0.214,0.086,0.14,0.095,564723.0,0.9,0.273,556258.0,0.901,0.281,1187003.0,0.861,0.222,687525.0,0.78,0.187
Louisiana,2016,45374,0.201,911970,449365.0,0.175,0.355,0.397,0.074,3115020.0,0.052,0.104,0.34,0.21,0.06,0.152,0.082,671108.0,0.858,0.264,583366.0,0.867,0.254,1186367.0,0.851,0.219,674179.0,0.797,0.212
Maine,2016,52926,0.123,159523,109959.0,0.116,0.321,0.454,0.109,966569.0,0.027,0.05,0.329,0.194,0.098,0.188,0.113,157452.0,0.946,0.34,151647.0,0.951,0.34,400818.0,0.931,0.284,256652.0,0.88,0.281
Maryland,2016,78787,0.097,572786,547787.0,0.117,0.294,0.447,0.142,4122508.0,0.04,0.058,0.254,0.189,0.065,0.209,0.185,832284.0,0.917,0.415,765502.0,0.905,0.448,1648274.0,0.913,0.385,876448.0,0.861,0.34
Massachusetts,2016,75207,0.105,688366,705317.0,0.109,0.271,0.444,0.176,4727515.0,0.045,0.051,0.245,0.155,0.077,0.238,0.19,950957.0,0.929,0.513,826713.0,0.923,0.492,1875420.0,0.913,0.405,1074425.0,0.852,0.341
Michigan,2016,52436,0.149,1449683,976715.0,0.134,0.292,0.476,0.098,6760402.0,0.03,0.066,0.293,0.236,0.093,0.172,0.111,1248301.0,0.915,0.318,1158269.0,0.915,0.332,2744767.0,0.915,0.271,1609065.0,0.869,0.239
Minnesota,2016,65583,0.099,531789,506046.0,0.119,0.272,0.475,0.134,3725283.0,0.03,0.041,0.252,0.214,0.115,0.231,0.117,744809.0,0.937,0.401,680392.0,0.928,0.408,1469747.0,0.943,0.335,830335.0,0.899,0.275
Mississippi,2016,41793,0.21,606873,308551.0,0.152,0.305,0.489,0.054,1957022.0,0.048,0.11,0.308,0.224,0.091,0.135,0.082,378612.0,0.88,0.23,374600.0,0.878,0.243,754176.0,0.844,0.208,449634.0,0.773,0.203
Missouri,2016,51713,0.14,826358,581922.0,0.134,0.308,0.46,0.098,4121014.0,0.033,0.071,0.307,0.225,0.079,0.177,0.108,799577.0,0.921,0.337,737255.0,0.909,0.334,1607203.0,0.903,0.271,976979.0,0.852,0.227
Montana,2016,50265,0.134,136439,101230.0,0.111,0.355,0.45,0.084,712616.0,0.019,0.053,0.29,0.236,0.093,0.209,0.101,126836.0,0.924,0.321,120268.0,0.944,0.35,281631.0,0.938,0.3,183881.0,0.906,0.29
Nebraska,2016,56979,0.113,208864,189211.0,0.104,0.288,0.508,0.101,1243820.0,0.041,0.05,0.264,0.226,0.104,0.211,0.104,255384.0,0.905,0.374,233281.0,0.903,0.374,469865.0,0.918,0.292,285290.0,0.902,0.249
Nevada,2016,55201,0.141,407308,251946.0,0.17,0.366,0.41,0.054,2010610.0,0.061,0.078,0.291,0.257,0.078,0.153,0.081,424305.0,0.873,0.227,390373.0,0.841,0.233,754171.0,0.859,0.228,441761.0,0.869,0.255
New Hampshire,2016,70986,0.076,97753,127368.0,0.104,0.317,0.424,0.155,947586.0,0.022,0.05,0.27,0.189,0.103,0.225,0.141,160594.0,0.94,0.416,152488.0,0.941,0.403,407572.0,0.939,0.35,226932.0,0.892,0.333
New Jersey,2016,76212,0.104,915390,788858.0,0.114,0.286,0.437,0.163,6171172.0,0.051,0.056,0.276,0.166,0.065,0.237,0.149,1157062.0,0.927,0.445,1151388.0,0.909,0.442,2490567.0,0.904,0.381,1372155.0,0.83,0.296
New Mexico,2016,46844,0.191,390461,200120.0,0.171,0.3,0.467,0.062,1391381.0,0.061,0.085,0.266,0.232,0.084,0.155,0.117,276979.0,0.879,0.237,249353.0,0.848,0.26,522988.0,0.865,0.277,342061.0,0.823,0.302
New York,2016,62700,0.148,2843954,1912311.0,0.117,0.263,0.458,0.163,13653592.0,0.063,0.073,0.262,0.158,0.087,0.201,0.155,2886788.0,0.903,0.445,2460284.0,0.876,0.406,5275739.0,0.871,0.329,3030781.0,0.801,0.28
North Carolina,2016,50595,0.154,1523034,972709.0,0.14,0.319,0.439,0.103,6877185.0,0.046,0.081,0.258,0.216,0.095,0.196,0.108,1321286.0,0.896,0.329,1304270.0,0.877,0.352,2683038.0,0.889,0.302,1568591.0,0.822,0.247
North Dakota,2016,61898,0.105,76951,88343.0,0.07,0.313,0.495,0.122,495015.0,0.028,0.048,0.271,0.221,0.136,0.217,0.078,116058.0,0.952,0.364,86296.0,0.938,0.36,182810.0,0.944,0.271,109851.0,0.85,0.214
Ohio,2016,52357,0.145,1639636,1083341.0,0.137,0.338,0.424,0.101,7922061.0,0.028,0.072,0.333,0.206,0.086,0.172,0.103,1500872.0,0.917,0.326,1380616.0,0.914,0.328,3155659.0,0.916,0.264,1884914.0,0.851,0.215
Oklahoma,2016,49204,0.161,615050,389969.0,0.16,0.349,0.425,0.067,2571636.0,0.04,0.082,0.312,0.235,0.079,0.168,0.084,536769.0,0.892,0.268,477591.0,0.875,0.272,968984.0,0.888,0.251,588292.0,0.852,0.225
Oregon,2016,57379,0.134,538169,367267.0,0.127,0.308,0.465,0.1,2857952.0,0.037,0.06,0.229,0.261,0.086,0.2,0.127,573033.0,0.916,0.349,533772.0,0.892,0.361,1062259.0,0.901,0.314,688888.0,0.902,0.302
Pennsylvania,2016,56897,0.129,1589584,1187407.0,0.121,0.337,0.421,0.122,8921975.0,0.032,0.066,0.351,0.16,0.082,0.188,0.12,1674043.0,0.925,0.39,1481365.0,0.92,0.376,3544806.0,0.915,0.291,2221761.0,0.848,0.228
Rhode Island,2016,60046,0.133,134683,113741.0,0.111,0.299,0.454,0.136,734045.0,0.052,0.062,0.278,0.184,0.082,0.206,0.135,142792.0,0.946,0.406,123033.0,0.905,0.38,294165.0,0.895,0.324,174055.0,0.806,0.288
South Carolina,2016,49587,0.153,739574,472679.0,0.136,0.329,0.445,0.09,3388476.0,0.044,0.09,0.29,0.21,0.094,0.174,0.098,646998.0,0.884,0.29,611528.0,0.868,0.299,1299803.0,0.885,0.263,830147.0,0.821,0.254
South Dakota,2016,54926,0.129,107953,85659.0,0.142,0.291,0.47,0.098,565894.0,0.032,0.056,0.29,0.218,0.115,0.196,0.092,111536.0,0.906,0.343,98662.0,0.929,0.312,218127.0,0.931,0.276,137569.0,0.874,0.247
Tennessee,2016,48506,0.158,1023825,620744.0,0.116,0.355,0.429,0.099,4527198.0,0.048,0.083,0.324,0.212,0.073,0.167,0.094,886029.0,0.911,0.311,837897.0,0.9,0.288,1758017.0,0.878,0.255,1045255.0,0.797,0.209
Texas,2016,56583,0.156,4261291,2795622.0,0.151,0.324,0.437,0.089,17775280.0,0.086,0.085,0.252,0.218,0.071,0.189,0.1,4061590.0,0.873,0.302,3748838.0,0.828,0.31,6612009.0,0.827,0.284,3352843.0,0.782,0.258
Utah,2016,65931,0.102,307270,346126.0,0.122,0.306,0.506,0.066,1783244.0,0.029,0.054,0.227,0.265,0.1,0.214,0.112,448034.0,0.928,0.336,410026.0,0.909,0.358,605694.0,0.916,0.302,319490.0,0.916,0.316
Vermont,2016,57661,0.113,67825,66347.0,0.094,0.316,0.474,0.116,439563.0,0.025,0.053,0.293,0.173,0.092,0.211,0.152,71885.0,0.916,0.394,70519.0,0.939,0.413,183559.0,0.933,0.345,113600.0,0.895,0.345
Virginia,2016,68127,0.11,897244,823075.0,0.107,0.306,0.458,0.129,5721173.0,0.043,0.064,0.24,0.195,0.077,0.217,0.164,1152326.0,0.925,0.411,1094657.0,0.913,0.43,2246145.0,0.897,0.379,1228045.0,0.836,0.313
Washington,2016,67064,0.113,808582,662384.0,0.152,0.305,0.424,0.12,4996555.0,0.038,0.053,0.223,0.236,0.098,0.22,0.132,1074803.0,0.919,0.373,944034.0,0.897,0.385,1898905.0,0.913,0.338,1078813.0,0.9,0.324
West Virginia,2016,43175,0.179,318368,162462.0,0.125,0.349,0.445,0.081,1291757.0,0.044,0.096,0.397,0.181,0.074,0.126,0.082,216104.0,0.901,0.257,222599.0,0.899,0.249,509279.0,0.871,0.196,343775.0,0.792,0.169
Wisconsin,2016,56808,0.118,661465,560389.0,0.107,0.316,0.461,0.115,3933329.0,0.027,0.054,0.311,0.207,0.107,0.193,0.102,730022.0,0.934,0.357,685711.0,0.925,0.346,1590335.0,0.93,0.277,927261.0,0.886,0.24
Wyoming,2016,61686,0.109,62416,53847.0,0.159,0.324,0.45,0.067,390794.0,0.015,0.054,0.293,0.251,0.117,0.174,0.097,80974.0,0.944,0.272,72132.0,0.943,0.296,150105.0,0.938,0.261,87583.0,0.9,0.266
Alabama,2017,48193,0.169,802263,471079.0,0.135,0.342,0.456,0.066,3309607.0,0.042,0.094,0.311,0.214,0.084,0.16,0.096,628878.0,0.883,0.267,596006.0,0.882,0.279,1281507.0,0.882,0.26,803216.0,0.811,0.221
Alaska,2017,74058,0.11,79428,73053.0,0.143,0.382,0.41,0.065,481561.0,0.03,0.054,0.276,0.264,0.089,0.18,0.108,118149.0,0.906,0.238,97124.0,0.943,0.319,183247.0,0.929,0.296,83041.0,0.876,0.306
Arizona,2017,56508,0.149,1023337,672180.0,0.163,0.336,0.424,0.076,4711362.0,0.054,0.074,0.241,0.25,0.087,0.183,0.11,953327.0,0.887,0.289,859457.0,0.86,0.314,1697728.0,0.864,0.286,1200850.0,0.878,0.294
Arkansas,2017,45916,0.163,475883,287448.0,0.133,0.343,0.445,0.079,2008398.0,0.046,0.087,0.34,0.221,0.071,0.15,0.084,382786.0,0.905,0.267,370996.0,0.881,0.271,757592.0,0.87,0.22,497024.0,0.822,0.204
California,2017,71785,0.133,5164169,3799994.0,0.105,0.309,0.48,0.106,26679273.0,0.092,0.075,0.208,0.211,0.078,0.211,0.126,6018225.0,0.896,0.363,5232877.0,0.833,0.365,9923354.0,0.814,0.318,5504817.0,0.8,0.313
Colorado,2017,69113,0.103,566118,522727.0,0.113,0.323,0.439,0.125,3822068.0,0.034,0.05,0.213,0.209,0.082,0.26,0.152,867170.0,0.927,0.423,762156.0,0.901,0.443,1419043.0,0.922,0.403,773699.0,0.91,0.385
Connecticut,2017,74428,0.097,338651,352052.0,0.106,0.282,0.442,0.171,2493854.0,0.041,0.055,0.271,0.165,0.081,0.214,0.173,444141.0,0.92,0.425,421380.0,0.921,0.44,1027239.0,0.915,0.384,601094.0,0.862,0.326
Delaware,2017,64085,0.13,121592,83940.0,0.119,0.337,0.453,0.09,673686.0,0.035,0.06,0.324,0.19,0.077,0.18,0.135,130949.0,0.918,0.309,111068.0,0.883,0.329,258452.0,0.922,0.329,173217.0,0.886,0.289
Florida,2017,52582,0.141,2901876,1763443.0,0.152,0.311,0.445,0.092,15020177.0,0.047,0.069,0.288,0.199,0.1,0.189,0.108,2707837.0,0.904,0.3,2535767.0,0.891,0.325,5561341.0,0.891,0.29,4215232.0,0.857,0.285
Georgia,2017,56117,0.151,1536069,1018588.0,0.153,0.343,0.412,0.091,6896026.0,0.045,0.084,0.281,0.202,0.078,0.19,0.119,1421366.0,0.886,0.319,1384136.0,0.878,0.349,2688674.0,0.883,0.31,1401850.0,0.822,0.258
Hawaii,2017,77936,0.095,132201,123797.0,0.065,0.406,0.445,0.084,997744.0,0.035,0.043,0.281,0.205,0.107,0.217,0.112,206064.0,0.957,0.307,181837.0,0.954,0.371,356093.0,0.922,0.329,253750.0,0.873,0.318
Idaho,2017,52280,0.126,211937,161870.0,0.143,0.358,0.432,0.067,1111788.0,0.033,0.059,0.282,0.263,0.097,0.182,0.085,221528.0,0.922,0.257,215657.0,0.913,0.308,412009.0,0.907,0.259,262594.0,0.896,0.257
Illinois,2017,63044,0.125,1568670,1199876.0,0.13,0.292,0.451,0.127,8707057.0,0.049,0.06,0.261,0.206,0.08,0.21,0.134,1765429.0,0.924,0.412,1647140.0,0.897,0.387,3346893.0,0.892,0.33,1947595.0,0.853,0.271
Indiana,2017,54134,0.133,860753,657470.0,0.15,0.335,0.413,0.102,4435317.0,0.036,0.077,0.327,0.202,0.089,0.17,0.098,868016.0,0.9,0.321,818483.0,0.886,0.302,1724932.0,0.898,0.256,1023886.0,0.855,0.216
Iowa,2017,58706,0.108,328629,321452.0,0.105,0.283,0.496,0.115,2093909.0,0.031,0.048,0.305,0.21,0.116,0.194,0.095,392787.0,0.931,0.35,374473.0,0.921,0.355,802025.0,0.931,0.271,524624.0,0.897,0.226
Kansas,2017,56382,0.119,335371,296020.0,0.119,0.291,0.483,0.106,1904528.0,0.035,0.055,0.258,0.227,0.088,0.212,0.126,384111.0,0.915,0.357,354624.0,0.904,0.383,718342.0,0.917,0.331,447451.0,0.899,0.295
Kentucky,2017,48332,0.171,738563,420632.0,0.116,0.376,0.419,0.089,3018953.0,0.054,0.082,0.33,0.213,0.08,0.14,0.099,573771.0,0.92,0.279,555670.0,0.891,0.284,1180464.0,0.867,0.228,709048.0,0.789,0.193
Louisiana,2017,46283,0.196,893827,454814.0,0.179,0.326,0.416,0.078,3120277.0,0.049,0.1,0.34,0.214,0.059,0.155,0.083,654476.0,0.877,0.262,588273.0,0.866,0.278,1181417.0,0.854,0.221,696111.0,0.811,0.21
